subj,tokprodfr,exchprodfr,price,exp1,exp1cond,exp2,exp2cond,exp3,exp3cond,exp4,exp4cond,exp5,exp5cond,exp6,exp6cond,exp7,exp7cond,freetoken,wage,intrft,intcrit,taxloss,taxcrit,tokprodresp,exchprodresp,tokexchresp,rft,tokennum,inttok,taxtok
3,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,49,800,49,49,0,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,43,600,43,43,7,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,31,500,31,31,4,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,31,400,31,31,1,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,35,700,35,35,0,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,99,1100,98,98,0,,1
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,73,1000,73,73,0,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,33,800,33,33,4,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,76,700,76,76,3,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,77,1000,77,77,0,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,132,1300,126,126,0,,6
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,61,1200,61,61,6,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,63,1200,63,63,0,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,61,900,61,61,1,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,62,600,62,62,0,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,56,800,56,56,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,430,3000,43,43,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,350,3200,35,35,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,460,3300,46,46,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,360,3200,36,36,1,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,370,3600,37,37,0,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,175,2600,35,35,1,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,205,3200,41,41,2,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,65,1200,13,13,0,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,285,3400,57,57,0,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,150,2100,30,30,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,120,5900,120,120,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,109,5000,109,109,1,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,99,4850,99,99,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,98,4700,98,98,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,102,5000,102,102,0,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,32,2000,32,32,0,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,40,2000,40,40,6,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,27,2000,27,27,12,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,35,1600,35,35,0,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,29,2000,29,29,2,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,102,600,102,102,3,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,104,800,104,104,1,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,52,400,52,52,41,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,175,1000,175,175,0,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,120,800,120,120,0,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,36,1200,36,18,15,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,84,1800,84,42,22,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,66,1400,66,33,9,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,44,1400,44,22,10,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,42,1000,42,21,1,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,20,200,20,4,1,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,20,200,20,4,2,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,30,200,30,6,1,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,5,200,5,1,9,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,5,200,5,1,2,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,31,400,31,31,2,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,31,600,31,31,6,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,26,400,26,26,3,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,39,1200,39,39,0,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,65,1000,65,65,1,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,5,800,25,25,5,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,3,200,8,8,10,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,9,1600,49,49,5,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,8,1400,43,43,10,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,7,1400,42,42,11,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,12,1000,62,62,10,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,10,1000,60,60,5,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,13,1000,63,63,10,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,8,1400,78,78,3,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,18,1000,68,68,10,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,27,1600,43,43,2,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,65,1400,79,79,2,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,74,2600,100,100,3,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,22,2000,42,42,8,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,46,1800,64,64,5,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,18,200,23,23,6,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,14,400,24,24,6,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,26,400,36,36,12,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,23,600,38,38,5,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,55,1000,80,80,6,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,54,800,54,54,0,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,78,1600,78,78,0,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,53,1000,53,53,13,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,75,1400,75,75,0,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,50,1000,50,50,11,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,18,400,90,90,10,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,17,600,85,85,0,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,11,400,55,55,15,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,18,400,90,90,5,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,20,600,100,100,0,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,11,400,110,110,0,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,6,200,60,60,60,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,7,400,70,70,0,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,9,400,90,90,10,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,6,200,60,60,60,,
4,1,200,1,,,2,2,,,,,,,,,,,,2,,,,,31,1000,62,62,36,,
4,1,200,1,,,2,2,,,,,,,,,,,,2,,,,,34,800,68,68,40,,
4,1,200,1,,,2,2,,,,,,,,,,,,2,,,,,23,600,46,46,20,,
4,1,200,1,,,2,2,,,,,,,,,,,,2,,,,,34,1000,68,68,12,,
4,1,200,1,,,2,2,,,,,,,,,,,,2,,,,,71,1200,142,142,0,,
4,1,200,1,,,2,5,,,,,,,,,,,,5,,,,,12,200,60,60,60,,
4,1,200,1,,,2,5,,,,,,,,,,,,5,,,,,24,400,120,120,0,,
4,1,200,1,,,2,5,,,,,,,,,,,,5,,,,,12,200,60,60,5,,
4,1,200,1,,,2,5,,,,,,,,,,,,5,,,,,24,400,120,120,0,,
4,1,200,1,,,2,5,,,,,,,,,,,,5,,,,,12,200,60,60,45,,
4,1,200,1,,,,,,,,,,,6,1,,,,,,,,,47,1200,47,47,56,0,
4,1,200,1,,,,,,,,,,,6,1,,,,,,,,,70,1400,70,70,9,0,
4,1,200,1,,,,,,,,,,,6,1,,,,,,,,,43,600,43,43,4,0,
4,1,200,1,,,,,,,,,,,6,1,,,,,,,,,104,1400,104,104,4,0,
4,1,200,1,,,,,,,,,,,6,1,,,,,,,,,69,600,69,69,0,0,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,0,0,0,0,10,,
4,1,200,1,,,,,,,,,,,6,3,,,,,2,6,,,67,1000,67,67,0,0,
4,1,200,1,,,,,,,,,,,6,3,,,,,2,6,,,79,1200,79,79,0,0,
4,1,200,1,,,,,,,,,,,6,3,,,,,2,6,,,62,1000,72,72,2,10,
4,1,200,1,,,,,,,,,,,6,3,,,,,2,6,,,67,1000,67,67,0,0,
4,1,200,1,,,,,,,,,,,6,4,,,,,5,6,,,30,800,84,84,46,54,
4,1,200,1,,,,,,,,,,,6,4,,,,,5,6,,,22,600,123,123,0,101,
4,1,200,1,,,,,,,,,,,6,4,,,,,5,6,,,44,800,103,103,0,59,
4,1,200,1,,,,,,,,,,,6,4,,,,,5,6,,,28,400,120,120,0,92,
4,1,200,1,,,,,,,,,,,6,4,,,,,5,6,,,24,600,125,125,0,101,
4,1,200,1,,,,,,,,,,,6,2,,,,,1,6,,,95,600,123,123,0,28,
4,1,200,1,,,,,,,,,,,6,2,,,,,1,6,,,38,600,38,38,5,0,
4,1,200,1,,,,,,,,,,,6,2,,,,,1,6,,,66,400,107,107,1,41,
4,1,200,1,,,,,,,,,,,6,2,,,,,1,6,,,42,600,79,79,0,37,
4,1,200,1,,,,,,,,,,,6,2,,,,,1,6,,,39,400,81,81,60,42,
4,1,200,1,,,,,,,,,,,6,5,,,,,2,6,,,29,400,67,67,16,38,
4,1,200,1,,,,,,,,,,,6,5,,,,,2,6,,,55,800,81,81,0,26,
4,1,200,1,,,,,,,,,,,6,5,,,,,2,6,,,8,600,62,62,60,54,
4,1,200,1,,,,,,,,,,,6,5,,,,,2,6,,,51,400,51,51,0,0,
4,1,200,1,,,,,,,,,,,6,5,,,,,2,6,,,30,400,84,84,2,54,
4,1,200,1,,,,,,,,,,,6,6,,,,,,,,,54,1000,54,54,0,0,
4,1,200,1,,,,,,,,,,,6,6,,,,,,,,,68,800,68,68,0,0,
4,1,200,1,,,,,,,,,,,6,6,,,,,,,,,79,800,79,79,0,0,
4,1,200,1,,,,,,,,,,,6,6,,,,,,,,,53,800,53,53,4,0,
4,1,200,1,,,,,,,,,,,6,6,,,,,,,,,58,800,58,58,2,0,
4,1,200,1,,,,,,,,,,,6,8,,,,,2,12,,,81,800,81,81,14,0,
4,1,200,1,,,,,,,,,,,6,8,,,,,2,12,,,70,1000,70,70,0,0,
4,1,200,1,,,,,,,,,,,6,8,,,,,2,12,,,72,1400,72,72,2,0,
4,1,200,1,,,,,,,,,,,6,8,,,,,2,12,,,68,1000,68,68,34,0,
4,1,200,1,,,,,,,,,,,6,8,,,,,2,12,,,39,1200,39,39,49,0,
4,1,200,1,,,,,,,,,,,6,9,,,,,5,12,,,80,1400,80,80,0,0,
4,1,200,1,,,,,,,,,,,6,9,,,,,5,12,,,89,1000,89,89,0,0,
4,1,200,1,,,,,,,,,,,6,9,,,,,5,12,,,48,800,48,48,20,0,
4,1,200,1,,,,,,,,,,,6,9,,,,,5,12,,,82,800,82,82,0,0,
4,1,200,1,,,,,,,,,,,6,9,,,,,5,12,,,89,1000,89,89,0,0,
4,1,200,1,,,,,,,,,,,6,7,,,,,1,12,,,77,600,77,77,7,0,
4,1,200,1,,,,,,,,,,,6,7,,,,,1,12,,,69,600,69,69,0,0,
4,1,200,1,,,,,,,,,,,6,7,,,,,1,12,,,90,1000,90,90,0,0,
4,1,200,1,,,,,,,,,,,6,7,,,,,1,12,,,85,1000,85,85,0,0,
4,1,200,1,,,,,,,,,,,6,7,,,,,1,12,,,95,800,95,95,0,0,
4,1,200,1,,,,,,,,,,,6,10,,,,,2,12,,,72,1200,72,72,0,0,
4,1,200,1,,,,,,,,,,,6,10,,,,,2,12,,,70,800,70,70,2,0,
4,1,200,1,,,,,,,,,,,6,10,,,,,2,12,,,41,600,41,41,0,0,
4,1,200,1,,,,,,,,,,,6,10,,,,,2,12,,,80,1000,80,80,0,0,
4,1,200,1,,,,,,,,,,,6,10,,,,,2,12,,,85,1200,85,85,0,0,
4,1,200,1,,,,,,,,,,,6,11,,,,,,,,,69,1200,69,69,3,0,
4,1,200,1,,,,,,,,,,,6,11,,,,,,,,,53,1200,53,53,17,0,
4,1,200,1,,,,,,,,,,,6,11,,,,,,,,,67,1200,67,67,12,0,
4,1,200,1,,,,,,,,,,,6,11,,,,,,,,,64,800,64,64,0,0,
4,1,200,1,,,,,,,,,,,6,11,,,,,,,,,42,600,42,42,0,0,
4,1,200,1,,,,,,,,,,,6,13,,,,,2,18,,,28,1000,28,28,14,0,
4,1,200,1,,,,,,,,,,,6,13,,,,,2,18,,,44,1400,44,44,2,0,
4,1,200,1,,,,,,,,,,,6,13,,,,,2,18,,,95,1600,97,97,5,2,
4,1,200,1,,,,,,,,,,,6,13,,,,,2,18,,,72,1400,74,74,13,2,
4,1,200,1,,,,,,,,,,,6,13,,,,,2,18,,,82,2200,82,82,0,0,
4,1,200,1,,,,,,,,,,,6,14,,,,,5,18,,,71,1200,71,71,3,0,
4,1,200,1,,,,,,,,,,,6,14,,,,,5,18,,,116,1200,116,116,3,0,
4,1,200,1,,,,,,,,,,,6,14,,,,,5,18,,,66,800,66,66,18,0,
4,1,200,1,,,,,,,,,,,6,14,,,,,5,18,,,76,800,76,76,20,0,
4,1,200,1,,,,,,,,,,,6,14,,,,,5,18,,,64,600,79,79,0,15,
4,1,200,1,,,,,,,,,,,6,12,,,,,1,18,,,78,1000,78,78,0,0,
4,1,200,1,,,,,,,,,,,6,12,,,,,1,18,,,73,1000,73,73,7,0,
4,1,200,1,,,,,,,,,,,6,12,,,,,1,18,,,95,1000,95,95,1,0,
4,1,200,1,,,,,,,,,,,6,12,,,,,1,18,,,68,800,68,68,3,0,
4,1,200,1,,,,,,,,,,,6,12,,,,,1,18,,,43,800,43,43,16,0,
4,1,200,1,,,,,,,,,,,6,15,,,,,2,18,,,108,1400,108,108,0,0,
4,1,200,1,,,,,,,,,,,6,15,,,,,2,18,,,32,600,32,32,0,0,
4,1,200,1,,,,,,,,,,,6,15,,,,,2,18,,,115,1800,115,115,5,0,
4,1,200,1,,,,,,,,,,,6,15,,,,,2,18,,,78,1200,78,78,16,0,
4,1,200,1,,,,,,,,,,,6,15,,,,,2,18,,,81,1400,81,81,15,0,
4,1,200,1,,,,,,,,,,,6,16,,,,,,,,,65,1000,65,65,4,0,
4,1,200,1,,,,,,,,,,,6,16,,,,,,,,,45,800,45,45,9,0,
4,1,200,1,,,,,,,,,,,6,16,,,,,,,,,57,1400,57,57,0,0,
4,1,200,1,,,,,,,,,,,6,16,,,,,,,,,67,2200,67,67,10,0,
4,1,200,1,,,,,,,,,,,6,16,,,,,,,,,97,1800,97,97,0,0,
4,1,200,1,,,,,,,,,,,6,18,,,,,2,6,,,64,1200,64,64,9,0,
4,1,200,1,,,,,,,,,,,6,18,,,,,2,6,,,81,1400,81,81,0,0,
4,1,200,1,,,,,,,,,,,6,18,,,,,2,6,,,93,1400,93,93,4,0,
4,1,200,1,,,,,,,,,,,6,18,,,,,2,6,,,58,1600,58,58,0,0,
4,1,200,1,,,,,,,,,,,6,18,,,,,2,6,,,97,1400,97,97,6,0,
4,1,200,1,,,,,,,,,,,6,17,,,,,1,6,,,100,1000,100,100,9,0,
4,1,200,1,,,,,,,,,,,6,17,,,,,1,6,,,97,1000,100,100,20,3,
4,1,200,1,,,,,,,,,,,6,17,,,,,1,6,,,75,800,75,75,0,0,
4,1,200,1,,,,,,,,,,,6,17,,,,,1,6,,,104,800,115,115,0,11,
4,1,200,1,,,,,,,,,,,6,17,,,,,1,6,,,83,800,85,85,0,2,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,100,1000,100,100,0,0,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,86,1000,90,90,0,4,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,76,800,98,98,0,22,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,74,1000,92,92,0,18,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,87,800,87,87,28,0,
4,1,200,1,,,,,,,,,,,6,19,,,,,5,6,,,78,1000,93,93,0,15,
4,1,200,1,,,,,,,,,,,6,19,,,,,5,6,,,58,600,118,118,60,60,
4,1,200,1,,,,,,,,,,,6,19,,,,,5,6,,,64,600,109,109,0,45,
4,1,200,1,,,,,,,,,,,6,19,,,,,5,6,,,40,800,98,98,2,58,
4,1,200,1,,,,,,,,,,,6,19,,,,,5,6,,,42,600,77,77,0,35,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,55,800,121,121,0,66,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,51,800,59,59,0,8,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,55,1000,63,63,16,8,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,58,800,68,68,0,10,
4,1,200,1,,,,,,,,,,,,,,,,,2,6,,,53,600,53,53,0,0,
4,1,200,1,,,,,,,,,,,,,,,,,1,6,,,67,800,67,67,0,0,
4,1,200,1,,,,,,,,,,,,,,,,,1,6,,,74,1000,74,74,0,0,
4,1,200,1,,,,,,,,,,,,,,,,,1,6,,,65,1000,74,74,11,9,
4,1,200,1,,,,,,,,,,,,,,,,,1,6,,,82,1000,82,82,1,0,
4,1,200,1,,,,,,,,,,,,,,,,,1,6,,,57,800,59,59,3,2,
4,1,200,1,,,,,,,,,,,,,,,,,5,6,,,28,600,126,126,0,98,
4,1,200,1,,,,,,,,,,,,,,,,,5,6,,,26,600,95,95,1,69,
4,1,200,1,,,,,,,,,,,,,,,,,5,6,,,37,800,136,136,0,99,
4,1,200,1,,,,,,,,,,,,,,,,,5,6,,,17,600,68,68,0,51,
4,1,200,1,,,,,,,,,,,,,,,,,5,6,,,35,1200,134,134,0,99,
4,1,200,1,,,,,,,,,,,,,7,1,,,,,,,80,1400,80,80,2,,0
4,1,200,1,,,,,,,,,,,,,7,1,,,,,,,75,1600,75,75,2,,0
4,1,200,1,,,,,,,,,,,,,7,1,,,,,,,48,1600,48,48,0,,0
4,1,200,1,,,,,,,,,,,,,7,1,,,,,,,67,1800,67,67,4,,0
4,1,200,1,,,,,,,,,,,,,7,1,,,,,,,41,1200,41,41,3,,0
4,1,200,1,,,,,,,,,,,,,7,3,,,,,2,6,64,1200,58,58,19,,6
4,1,200,1,,,,,,,,,,,,,7,3,,,,,2,6,70,1000,60,60,10,,10
4,1,200,1,,,,,,,,,,,,,7,3,,,,,2,6,90,1000,70,70,19,,20
4,1,200,1,,,,,,,,,,,,,7,3,,,,,2,6,66,1000,62,62,26,,4
4,1,200,1,,,,,,,,,,,,,7,3,,,,,2,6,79,800,73,73,7,,6
4,1,200,1,,,,,,,,,,,,,7,4,,,,,5,6,95,1000,85,85,0,,10
4,1,200,1,,,,,,,,,,,,,7,4,,,,,5,6,62,800,42,42,0,,20
4,1,200,1,,,,,,,,,,,,,7,4,,,,,5,6,70,1000,60,60,10,,10
4,1,200,1,,,,,,,,,,,,,7,4,,,,,5,6,107,800,33,33,60,,74
4,1,200,1,,,,,,,,,,,,,7,4,,,,,5,6,68,1000,53,53,15,,15
4,1,200,1,,,,,,,,,,,,,7,2,,,,,1,6,53,800,42,42,3,,11
4,1,200,1,,,,,,,,,,,,,7,2,,,,,1,6,56,800,51,51,10,,5
4,1,200,1,,,,,,,,,,,,,7,2,,,,,1,6,40,600,24,24,10,,16
4,1,200,1,,,,,,,,,,,,,7,2,,,,,1,6,79,1400,63,63,0,,16
4,1,200,1,,,,,,,,,,,,,7,2,,,,,1,6,75,1400,64,64,5,,11
4,1,200,1,,,,,,,,,,,,,7,5,,,,,2,6,85,1800,67,67,11,,18
4,1,200,1,,,,,,,,,,,,,7,5,,,,,2,6,99,1200,83,83,26,,16
4,1,200,1,,,,,,,,,,,,,7,5,,,,,2,6,128,1200,84,84,26,,44
4,1,200,1,,,,,,,,,,,,,7,5,,,,,2,6,109,1200,71,71,27,,38
4,1,200,1,,,,,,,,,,,,,7,5,,,,,2,6,117,800,85,85,2,,32
4,1,200,1,,,,,,,,,,,,,7,6,,,,,,,89,800,89,89,36,,0
4,1,200,1,,,,,,,,,,,,,7,6,,,,,,,98,800,98,98,0,,0
4,1,200,1,,,,,,,,,,,,,7,6,,,,,,,131,1200,131,131,0,,0
4,1,200,1,,,,,,,,,,,,,7,6,,,,,,,78,600,78,78,28,,0
4,1,200,1,,,,,,,,,,,,,7,6,,,,,,,86,800,86,86,21,,0
4,1,200,1,,,,,,,,,,,,,7,8,,,,,2,12,74,800,74,74,10,,0
4,1,200,1,,,,,,,,,,,,,7,8,,,,,2,12,108,1000,108,108,0,,0
4,1,200,1,,,,,,,,,,,,,7,8,,,,,2,12,81,800,81,81,0,,0
4,1,200,1,,,,,,,,,,,,,7,8,,,,,2,12,102,1000,102,102,15,,0
4,1,200,1,,,,,,,,,,,,,7,8,,,,,2,12,93,800,93,93,0,,0
4,1,200,1,,,,,,,,,,,,,7,9,,,,,5,12,126,1000,116,116,0,,10
4,1,200,1,,,,,,,,,,,,,7,9,,,,,5,12,92,800,92,92,0,,0
4,1,200,1,,,,,,,,,,,,,7,9,,,,,5,12,106,1000,106,106,0,,0
4,1,200,1,,,,,,,,,,,,,7,9,,,,,5,12,83,800,83,83,28,,0
4,1,200,1,,,,,,,,,,,,,7,9,,,,,5,12,45,600,45,45,15,,0
4,1,200,1,,,,,,,,,,,,,7,7,,,,,1,12,91,1200,91,91,4,,0
4,1,200,1,,,,,,,,,,,,,7,7,,,,,1,12,83,1400,83,83,1,,0
4,1,200,1,,,,,,,,,,,,,7,7,,,,,1,12,60,1200,60,60,15,,0
4,1,200,1,,,,,,,,,,,,,7,7,,,,,1,12,94,1000,94,94,0,,0
4,1,200,1,,,,,,,,,,,,,7,7,,,,,1,12,75,1000,75,75,18,,0
4,1,200,1,,,,,,,,,,,,,7,10,,,,,2,12,76,600,76,76,7,,0
4,1,200,1,,,,,,,,,,,,,7,10,,,,,2,12,111,800,105,105,0,,6
4,1,200,1,,,,,,,,,,,,,7,10,,,,,2,12,86,600,76,76,0,,10
4,1,200,1,,,,,,,,,,,,,7,10,,,,,2,12,110,1000,106,106,0,,4
4,1,200,1,,,,,,,,,,,,,7,10,,,,,2,12,69,600,65,65,27,,4
4,1,200,1,,,,,,,,,,,,,7,11,,,,,,,49,600,49,49,0,,0
4,1,200,1,,,,,,,,,,,,,7,11,,,,,,,67,1000,67,67,0,,0
4,1,200,1,,,,,,,,,,,,,7,11,,,,,,,103,800,103,103,0,,0
4,1,200,1,,,,,,,,,,,,,7,11,,,,,,,92,800,92,92,0,,0
4,1,200,1,,,,,,,,,,,,,7,11,,,,,,,87,800,87,87,26,,0
4,1,200,1,,,,,,,,,,,,,7,13,,,,,2,18,55,400,55,55,17,,0
4,1,200,1,,,,,,,,,,,,,7,13,,,,,2,18,77,600,77,77,0,,0
4,1,200,1,,,,,,,,,,,,,7,13,,,,,2,18,52,400,52,52,22,,0
4,1,200,1,,,,,,,,,,,,,7,13,,,,,2,18,60,400,60,60,21,,0
4,1,200,1,,,,,,,,,,,,,7,13,,,,,2,18,49,400,49,49,23,,0
4,1,200,1,,,,,,,,,,,,,7,14,,,,,5,18,92,1000,92,92,34,,0
4,1,200,1,,,,,,,,,,,,,7,14,,,,,5,18,74,800,74,74,25,,0
4,1,200,1,,,,,,,,,,,,,7,14,,,,,5,18,104,1000,104,104,0,,0
4,1,200,1,,,,,,,,,,,,,7,14,,,,,5,18,26,400,26,26,14,,0
4,1,200,1,,,,,,,,,,,,,7,14,,,,,5,18,97,1000,97,97,9,,0
4,1,200,1,,,,,,,,,,,,,7,12,,,,,1,18,79,800,79,79,16,,0
4,1,200,1,,,,,,,,,,,,,7,12,,,,,1,18,98,1000,98,98,13,,0
4,1,200,1,,,,,,,,,,,,,7,12,,,,,1,18,49,600,49,49,25,,0
4,1,200,1,,,,,,,,,,,,,7,12,,,,,1,18,63,600,63,63,20,,0
